,binary
16023,True
16024,False
16025,False
16026,False
16027,False
16028,False
16029,False
16030,False
16031,False
16032,False
16033,True
16034,False
16035,False
16036,False
16037,False
16038,False
16039,False
16040,True
16041,False
16042,False
16043,False
16044,False
16045,False
16046,True
16047,False
16048,False
16049,False
16050,True
16051,False
16052,False
16053,False
16054,False
16055,True
16056,False
16057,False
16058,True
16059,True
16060,False
16061,False
16062,False
16063,False
16064,True
16065,False
16066,False
16067,False
16068,False
16069,False
16070,False
16071,False
16072,True
16073,True
16074,False
16075,False
16076,False
16077,False
16078,False
16079,True
16080,False
16081,False
16082,True
16083,False
16084,False
16085,False
16086,False
16087,True
16088,False
16089,False
16090,False
16091,True
16092,False
16093,False
16094,True
16095,True
16096,False
16097,False
16098,False
16099,False
16100,False
16101,False
16102,False
16103,False
16104,False
16105,False
16106,False
16107,False
16108,False
16109,False
16110,False
16111,False
16112,False
16113,False
16114,True
16115,False
16116,False
16117,True
16118,False
16119,False
16120,False
16121,False
16122,False
16123,False
16124,False
16125,True
16126,False
16127,False
16128,False
16129,False
16130,False
16131,False
16132,False
16133,False
16134,False
16135,False
16136,False
16137,False
16138,False
16139,False
16140,False
16141,True
16142,False
16143,False
16144,False
16145,False
16146,False
16147,True
16148,False
16149,False
16150,False
16151,False
16152,False
16153,True
16154,False
16155,False
16156,False
16157,False
16158,True
16159,False
16160,False
16161,True
16162,False
16163,True
16164,False
16165,False
16166,False
16167,False
16168,False
16169,False
16170,False
16171,False
16172,False
16173,False
16174,False
16175,False
16176,True
16177,False
16178,False
16179,False
16180,False
16181,False
16182,False
16183,True
16184,False
16185,False
16186,True
16187,True
16188,False
16189,False
16190,False
16191,False
16192,False
16193,False
16194,False
16195,False
16196,False
16197,False
16198,False
16199,False
16200,False
16201,False
16202,False
16203,False
16204,True
16205,True
16206,False
16207,False
16208,False
16209,False
16210,False
16211,False
16212,False
16213,False
16214,False
16215,False
16216,False
16217,False
16218,False
16219,False
16220,False
16221,False
16222,False
16223,False
16224,True
16225,False
16226,False
16227,False
16228,False
16229,False
16230,False
16231,False
16232,False
16233,False
16234,False
16235,True
16236,False
16237,False
16238,True
16239,False
16240,False
16241,True
16242,False
16243,False
16244,True
16245,False
16246,False
16247,False
16248,False
16249,False
16250,True
16251,False
16252,False
16253,False
16254,False
16255,False
16256,False
16257,False
16258,False
16259,False
16260,False
16261,False
16262,True
16263,False
16264,True
16265,False
16266,False
16267,False
16268,False
16269,False
16270,True
16271,True
16272,False
16273,True
16274,False
16275,False
16276,False
16277,False
16278,False
16279,False
16280,False
16281,False
16282,False
16283,False
16284,False
16285,False
16286,False
16287,False
16288,False
16289,False
16290,False
16291,False
16292,False
16293,False
16294,False
16295,False
16296,True
16297,True
16298,True
16299,False
16300,False
16301,False
16302,False
16303,False
16304,False
16305,True
16306,False
16307,True
16308,False
16309,False
16310,False
16311,False
16312,False
16313,False
16314,False
16315,False
16316,True
16317,False
16318,False
16319,False
16320,False
16321,False
16322,False
16323,False
16324,False
16325,False
16326,False
16327,False
16328,False
16329,False
16330,False
16331,False
16332,False
16333,False
16334,False
16335,False
16336,False
16337,False
16338,False
16339,False
16340,False
16341,False
16342,False
16343,False
16344,False
16345,False
16346,False
16347,False
16348,False
16349,False
16350,False
16351,False
16352,True
16353,True
16354,False
16355,False
16356,False
16357,False
16358,True
16359,False
16360,False
16361,False
16362,False
16363,True
16364,True
16365,True
16366,False
16367,False
16368,False
16369,True
16370,False
16371,False
16372,False
16373,False
16374,False
16375,False
16376,False
16377,False
16378,False
16379,False
16380,True
16381,False
16382,False
16383,False
16384,True
16385,False
16386,False
16387,True
16388,False
16389,False
16390,False
16391,True
16392,False
16393,False
16394,False
16395,False
16396,False
16397,False
16398,False
16399,False
16400,False
16401,False
16402,False
16403,False
16404,False
16405,False
16406,True
16407,False
16408,True
16409,False
16410,False
16411,False
16412,False
16413,False
16414,False
16415,False
16416,False
16417,False
16418,False
16419,False
16420,False
16421,False
16422,False
16423,False
16424,False
16425,True
16426,False
16427,False
16428,False
16429,False
16430,False
16431,False
16432,False
16433,True
16434,False
16435,False
16436,False
16437,False
16438,False
16439,False
16440,False
16441,False
16442,False
16443,False
16444,False
16445,False
16446,False
16447,True
16448,False
16449,False
16450,False
16451,False
16452,False
16453,True
16454,True
16455,False
16456,False
16457,False
16458,False
16459,True
16460,False
16461,False
16462,True
16463,False
16464,False
16465,False
16466,False
16467,False
16468,False
16469,False
16470,False
16471,False
16472,False
16473,False
16474,False
16475,False
16476,False
16477,False
16478,False
16479,False
16480,False
16481,False
16482,False
16483,False
16484,False
16485,False
16486,False
16487,True
16488,False
16489,False
16490,False
16491,False
16492,False
16493,False
16494,False
16495,False
16496,False
16497,False
16498,False
16499,False
16500,False
16501,False
16502,False
16503,False
16504,True
16505,False
16506,False
16507,False
16508,False
16509,False
16510,False
16511,False
16512,False
16513,False
16514,True
16515,False
16516,False
16517,False
16518,False
16519,False
16520,False
16521,False
16522,False
16523,False
16524,False
16525,False
16526,False
16527,False
16528,False
16529,False
16530,False
16531,False
16532,False
16533,False
16534,False
16535,False
16536,False
16537,True
16538,True
16539,False
16540,False
16541,False
16542,False
16543,False
16544,False
16545,False
16546,False
16547,True
16548,False
16549,False
16550,False
16551,False
16552,True
16553,True
16554,False
16555,False
16556,False
16557,False
16558,False
16559,False
16560,False
16561,False
16562,False
16563,False
16564,False
16565,False
16566,False
16567,False
16568,False
16569,False
16570,False
16571,False
16572,True
16573,False
16574,True
16575,False
16576,False
16577,False
16578,False
16579,True
16580,False
16581,False
16582,False
16583,False
16584,False
16585,False
16586,False
16587,False
16588,False
16589,False
16590,False
16591,False
16592,False
16593,False
16594,False
16595,False
16596,False
16597,False
16598,False
16599,False
16600,False
16601,False
16602,False
16603,False
16604,True
16605,False
16606,False
16607,False
16608,False
16609,False
16610,False
16611,False
16612,False
16613,False
16614,False
16615,False
16616,False
16617,False
16618,False
16619,False
16620,False
16621,False
16622,True
16623,False
16624,False
16625,False
16626,False
16627,False
16628,False
16629,False
16630,False
16631,False
16632,False
16633,False
16634,False
16635,False
16636,False
16637,False
16638,True
16639,False
16640,False
16641,False
16642,False
16643,False
16644,True
16645,False
16646,False
16647,False
16648,False
16649,False
16650,True
16651,False
16652,False
16653,False
16654,False
16655,False
16656,False
16657,False
16658,False
16659,True
16660,False
16661,False
16662,False
16663,True
16664,False
16665,False
16666,False
16667,False
16668,False
16669,False
16670,True
16671,False
16672,False
16673,False
16674,False
16675,False
16676,False
16677,False
16678,False
16679,False
16680,False
16681,False
16682,False
16683,False
16684,False
16685,False
16686,False
16687,False
16688,False
16689,False
16690,False
16691,False
16692,False
16693,False
16694,False
16695,False
16696,False
16697,False
16698,False
16699,False
16700,False
16701,False
16702,True
16703,False
16704,False
16705,False
16706,False
16707,False
16708,False
16709,False
16710,False
16711,True
16712,False
16713,False
16714,False
16715,False
16716,False
16717,False
16718,False
16719,False
16720,False
16721,True
16722,False
16723,True
16724,False
16725,False
16726,False
16727,False
16728,True
16729,False
16730,False
16731,True
16732,True
16733,False
16734,False
16735,False
16736,True
16737,False
16738,False
16739,False
16740,False
16741,False
16742,False
16743,False
16744,False
16745,False
16746,False
16747,True
16748,True
16749,False
16750,False
16751,False
16752,False
16753,False
16754,False
16755,False
16756,False
16757,False
16758,False
16759,True
16760,False
16761,True
16762,False
16763,False
16764,False
16765,False
16766,False
16767,False
16768,True
16769,False
16770,False
16771,False
16772,False
16773,False
16774,False
16775,False
16776,False
16777,False
16778,False
16779,False
16780,False
16781,False
16782,False
16783,False
16784,False
16785,False
16786,True
16787,True
16788,False
16789,False
16790,False
16791,False
16792,False
16793,False
16794,False
16795,False
16796,False
16797,False
16798,False
16799,False
16800,False
16801,False
16802,False
16803,False
16804,False
16805,True
16806,False
16807,True
16808,False
16809,False
16810,False
16811,False
16812,False
16813,False
16814,False
16815,False
16816,False
16817,False
16818,False
16819,True
16820,True
16821,False
16822,False
16823,False
16824,False
16825,False
16826,True
16827,False
16828,False
16829,False
16830,False
16831,True
16832,False
16833,False
16834,False
16835,False
16836,True
16837,False
16838,False
16839,False
16840,False
16841,True
16842,False
16843,False
16844,False
16845,False
16846,False
16847,False
16848,False
16849,False
16850,False
16851,False
16852,True
16853,False
16854,False
16855,True
16856,False
16857,False
16858,False
16859,False
16860,False
16861,False
16862,False
16863,False
16864,False
16865,True
16866,True
16867,False
16868,True
16869,False
16870,False
16871,False
16872,False
16873,False
16874,True
16875,False
16876,False
16877,False
16878,False
16879,False
16880,False
16881,False
16882,False
16883,False
16884,False
16885,False
16886,True
16887,False
16888,False
16889,False
16890,True
16891,False
16892,False
16893,False
16894,False
16895,False
16896,False
16897,True
16898,False
16899,False
16900,False
16901,False
16902,False
16903,True
16904,False
16905,False
16906,False
16907,True
16908,True
16909,False
16910,False
16911,False
16912,False
16913,False
16914,False
16915,False
16916,False
16917,False
16918,False
16919,True
16920,False
16921,False
16922,False
16923,False
16924,False
16925,False
16926,False
16927,False
16928,False
16929,False
16930,False
16931,False
16932,False
16933,False
16934,False
16935,False
16936,False
16937,False
16938,False
16939,False
16940,False
16941,False
16942,False
16943,False
16944,True
16945,False
16946,False
16947,False
16948,False
16949,True
16950,False
16951,False
16952,False
16953,False
16954,False
16955,False
16956,False
16957,False
16958,True
16959,False
16960,False
16961,False
16962,False
16963,False
16964,False
16965,False
16966,False
16967,False
16968,False
16969,False
16970,False
16971,False
16972,False
16973,False
16974,False
16975,False
16976,False
16977,False
16978,False
16979,False
16980,False
16981,False
16982,True
16983,True
16984,True
16985,True
16986,False
16987,False
16988,False
16989,False
16990,False
16991,False
16992,False
16993,False
16994,False
16995,False
16996,False
16997,False
16998,False
16999,False
17000,True
17001,False
17002,False
17003,False
17004,False
17005,False
17006,False
17007,False
17008,False
17009,True
17010,False
17011,False
17012,False
17013,False
17014,False
17015,False
17016,False
17017,False
17018,False
17019,False
17020,False
17021,False
17022,False
17023,False
17024,True
17025,False
17026,False
17027,False
17028,False
17029,False
17030,False
17031,False
17032,False
17033,False
17034,False
17035,False
17036,False
17037,True
17038,False
17039,False
17040,False
17041,False
17042,False
17043,False
17044,False
17045,False
17046,False
17047,True
17048,False
17049,True
17050,False
17051,False
17052,False
17053,True
17054,False
17055,False
17056,False
17057,False
17058,False
17059,True
17060,False
17061,False
17062,False
17063,True
17064,False
17065,False
17066,False
17067,False
17068,False
17069,False
17070,False
17071,False
17072,False
17073,False
17074,True
17075,True
17076,False
17077,True
17078,False
17079,False
17080,False
17081,False
17082,True
17083,False
17084,False
17085,False
17086,False
17087,True
17088,False
17089,True
17090,False
17091,False
17092,False
17093,False
17094,False
17095,False
17096,False
17097,False
17098,False
17099,False
17100,False
17101,False
17102,False
17103,False
17104,False
17105,True
17106,False
17107,True
17108,True
17109,False
17110,False
17111,False
17112,False
17113,False
17114,False
17115,False
17116,False
17117,False
17118,False
17119,False
17120,False
17121,False
17122,False
17123,False
17124,False
17125,False
17126,False
17127,False
17128,False
17129,False
17130,False
17131,False
17132,False
17133,False
17134,False
17135,False
17136,False
17137,False
17138,False
17139,True
17140,False
17141,False
17142,False
17143,False
17144,False
17145,False
17146,False
17147,False
17148,False
17149,False
17150,False
17151,False
17152,True
17153,True
17154,False
17155,False
17156,False
17157,False
17158,False
17159,True
17160,False
17161,False
17162,False
17163,False
17164,False
17165,False
17166,False
17167,False
17168,False
17169,False
17170,False
17171,False
17172,False
17173,False
17174,False
17175,True
17176,False
17177,False
17178,False
17179,False
17180,False
17181,False
17182,False
17183,False
17184,True
17185,True
17186,False
17187,False
17188,False
17189,False
17190,False
17191,False
17192,False
17193,False
17194,False
17195,False
17196,False
17197,False
17198,False
17199,False
17200,True
17201,False
17202,False
17203,False
17204,False
17205,False
17206,False
17207,False
17208,False
17209,False
17210,False
17211,False
17212,False
17213,False
17214,False
17215,True
17216,False
17217,False
17218,True
17219,True
17220,False
17221,False
17222,False
17223,False
17224,True
17225,False
17226,True
17227,False
17228,False
17229,False
17230,False
17231,False
17232,False
17233,True
17234,False
17235,False
17236,False
17237,False
17238,False
17239,False
17240,False
17241,False
17242,False
17243,True
17244,False
17245,False
17246,False
17247,False
17248,False
17249,False
17250,False
17251,True
17252,False
17253,False
17254,False
17255,False
17256,False
17257,False
17258,False
17259,False
17260,False
17261,True
17262,False
17263,True
17264,False
17265,False
17266,False
17267,False
17268,False
17269,False
17270,False
17271,False
17272,False
17273,True
17274,False
17275,False
17276,False
17277,False
17278,False
17279,False
17280,False
17281,False
17282,False
17283,False
17284,False
17285,False
17286,False
17287,False
17288,False
17289,False
17290,False
17291,False
17292,False
17293,False
17294,False
17295,False
17296,False
17297,False
17298,False
17299,True
17300,False
17301,False
17302,False
17303,False
17304,False
17305,False
17306,True
17307,False
17308,False
17309,False
17310,False
17311,False
17312,False
17313,False
17314,False
17315,False
17316,False
17317,False
17318,False
17319,False
17320,False
17321,False
17322,False
17323,False
17324,False
17325,False
17326,False
17327,False
17328,False
17329,False
17330,False
17331,False
17332,False
17333,False
17334,False
17335,False
17336,False
17337,True
17338,False
17339,False
17340,False
17341,False
17342,False
17343,False
17344,True
17345,False
17346,False
17347,False
17348,False
17349,False
17350,False
17351,False
17352,True
17353,False
17354,False
17355,False
17356,True
17357,True
17358,False
17359,False
17360,False
17361,False
17362,True
17363,False
17364,False
17365,False
17366,False
17367,False
17368,False
17369,False
17370,False
17371,False
17372,False
17373,False
17374,False
17375,False
17376,False
17377,False
17378,False
17379,False
17380,True
17381,False
17382,False
17383,False
17384,False
17385,False
17386,False
17387,False
17388,False
17389,False
17390,False
17391,False
17392,False
17393,False
17394,False
17395,False
17396,False
17397,False
17398,False
17399,False
17400,False
17401,False
17402,False
17403,False
17404,False
17405,False
17406,True
17407,False
17408,False
17409,False
17410,False
17411,False
17412,False
17413,False
17414,False
17415,False
17416,True
17417,False
17418,False
17419,False
17420,False
17421,False
17422,False
17423,False
17424,False
17425,False
17426,False
17427,False
17428,False
17429,False
17430,True
17431,False
17432,True
17433,False
17434,False
17435,False
17436,False
17437,False
17438,False
17439,False
17440,False
17441,False
17442,False
17443,False
17444,False
17445,False
17446,False
17447,False
17448,False
17449,True
17450,True
17451,False
17452,True
17453,False
17454,True
17455,False
17456,False
17457,False
17458,False
17459,True
17460,False
17461,False
17462,False
17463,False
17464,False
17465,False
17466,True
17467,False
17468,False
17469,False
17470,True
17471,False
17472,False
17473,True
17474,False
17475,False
17476,False
17477,True
17478,False
17479,False
17480,False
17481,False
17482,False
17483,False
17484,False
17485,False
17486,False
17487,False
17488,False
17489,True
17490,True
17491,False
17492,False
17493,False
17494,False
17495,False
17496,False
17497,False
17498,False
17499,False
17500,False
17501,False
17502,False
17503,False
17504,False
17505,True
17506,False
17507,False
17508,False
17509,False
17510,False
17511,True
17512,False
17513,False
17514,False
17515,False
17516,False
17517,False
17518,False
17519,False
17520,True
17521,False
17522,False
17523,False
17524,False
17525,True
17526,False
17527,False
17528,False
17529,True
17530,False
17531,False
17532,False
17533,False
17534,False
17535,True
17536,False
17537,True
17538,False
17539,False
17540,True
17541,True
17542,False
17543,False
17544,False
17545,False
17546,False
17547,False
17548,False
17549,False
17550,False
17551,True
17552,False
17553,False
17554,False
17555,False
17556,False
17557,False
17558,False
17559,False
17560,False
17561,False
17562,True
17563,False
17564,False
17565,False
17566,False
17567,False
17568,False
17569,False
17570,False
17571,False
17572,False
17573,False
17574,False
17575,False
17576,False
17577,False
17578,False
17579,False
17580,False
17581,False
17582,False
17583,False
17584,False
17585,False
17586,False
17587,False
17588,False
17589,False
17590,False
17591,False
17592,False
17593,False
17594,False
17595,False
17596,False
17597,False
17598,False
17599,False
17600,False
17601,False
17602,False
17603,False
17604,False
17605,False
17606,False
17607,False
17608,False
17609,True
17610,False
17611,False
17612,False
17613,False
17614,True
17615,True
17616,False
17617,False
17618,True
17619,False
17620,False
17621,False
17622,False
17623,True
17624,False
17625,False
17626,False
17627,False
17628,False
17629,False
17630,False
17631,False
17632,False
17633,False
17634,False
17635,False
17636,False
17637,False
17638,False
17639,False
17640,False
17641,False
17642,False
17643,False
17644,False
17645,True
17646,False
17647,False
17648,False
17649,False
17650,False
17651,False
17652,False
17653,False
17654,False
17655,True
17656,False
17657,False
17658,True
17659,False
17660,False
17661,False
17662,False
17663,False
17664,False
17665,False
17666,False
17667,False
17668,False
17669,True
17670,False
17671,False
17672,False
17673,False
17674,False
17675,False
17676,False
17677,False
17678,False
17679,True
17680,False
17681,False
17682,False
17683,False
17684,False
17685,False
17686,False
17687,False
17688,False
17689,False
17690,True
17691,False
17692,False
17693,False
17694,False
17695,False
17696,False
17697,False
17698,False
17699,False
17700,False
17701,False
17702,True
17703,False
17704,False
17705,False
17706,False
17707,False
17708,False
17709,False
17710,False
17711,False
17712,False
17713,False
17714,True
17715,False
17716,False
17717,False
17718,False
17719,False
17720,False
17721,False
17722,False
17723,False
17724,True
17725,True
17726,False
17727,True
17728,True
17729,False
17730,False
17731,False
17732,False
17733,False
17734,False
17735,False
17736,False
17737,False
17738,False
17739,False
17740,False
17741,False
17742,False
17743,False
17744,False
17745,False
17746,False
17747,False
17748,False
17749,False
17750,False
17751,False
17752,True
17753,True
17754,False
17755,True
17756,False
17757,True
17758,False
17759,False
17760,False
17761,False
17762,False
17763,False
17764,False
17765,False
17766,True
17767,True
17768,False
17769,False
17770,False
17771,False
17772,True
17773,True
17774,True
17775,False
17776,False
17777,False
17778,True
17779,False
17780,False
17781,True
17782,False
17783,False
17784,False
17785,False
17786,False
17787,True
17788,False
17789,True
17790,False
17791,False
17792,True
17793,False
17794,False
17795,False
17796,False
17797,False
17798,False
17799,False
17800,False
17801,False
17802,False
17803,True
17804,False
17805,False
17806,False
17807,False
17808,False
17809,False
17810,False
17811,False
17812,False
17813,False
17814,False
17815,False
17816,False
17817,False
17818,True
17819,True
17820,False
17821,False
17822,True
17823,False
17824,False
17825,False
17826,False
17827,False
17828,True
17829,False
17830,True
17831,False
17832,False
17833,False
17834,False
17835,True
17836,True
17837,False
17838,False
17839,False
17840,False
17841,False
17842,False
17843,False
17844,False
17845,False
17846,False
17847,False
17848,False
17849,False
17850,False
17851,False
17852,False
17853,False
17854,False
17855,False
17856,True
17857,False
17858,False
17859,False
17860,True
17861,False
17862,False
17863,False
17864,True
17865,False
17866,False
17867,False
17868,False
17869,False
17870,False
17871,False
17872,False
17873,False
17874,False
17875,True
17876,False
17877,False
17878,False
17879,False
17880,False
17881,False
17882,False
17883,False
17884,False
17885,False
17886,False
17887,False
17888,False
17889,False
17890,False
17891,False
17892,False
17893,True
17894,True
17895,False
17896,False
17897,False
17898,False
17899,False
17900,False
17901,False
17902,False
17903,True
17904,False
17905,False
17906,False
17907,False
17908,False
17909,True
17910,False
17911,True
17912,True
17913,False
17914,False
17915,False
17916,False
17917,False
17918,False
17919,False
17920,True
17921,False
17922,True
17923,False
17924,False
17925,False
17926,True
17927,False
17928,False
17929,False
17930,False
17931,False
17932,False
17933,False
17934,False
17935,False
17936,False
17937,False
17938,False
17939,True
17940,False
17941,True
17942,True
17943,False
17944,False
17945,False
17946,False
17947,False
17948,False
17949,True
17950,True
17951,False
17952,False
17953,False
17954,False
17955,False
17956,False
17957,False
17958,False
17959,False
17960,False
17961,False
17962,False
17963,False
17964,False
17965,False
17966,False
17967,False
17968,False
17969,False
17970,False
17971,True
17972,False
17973,False
17974,False
17975,False
17976,False
17977,False
17978,False
17979,False
17980,False
17981,False
17982,False
17983,False
17984,False
17985,False
17986,False
17987,False
17988,True
17989,False
17990,False
17991,False
17992,True
17993,False
17994,True
17995,False
17996,False
17997,False
17998,False
17999,False
18000,True
18001,True
18002,False
18003,False
18004,False
18005,False
18006,False
18007,False
18008,False
18009,False
18010,False
18011,True
18012,False
18013,False
18014,False
18015,False
18016,True
18017,False
18018,False
18019,False
18020,True
18021,False
18022,False
18023,False
18024,False
18025,False
18026,False
18027,False
18028,False
18029,False
18030,False
18031,False
18032,False
18033,False
18034,False
18035,False
18036,False
18037,False
18038,False
18039,False
18040,False
18041,False
18042,False
18043,False
18044,True
18045,False
18046,False
18047,True
18048,False
18049,False
18050,False
18051,False
18052,False
18053,False
18054,False
18055,False
18056,False
18057,False
18058,False
18059,False
18060,False
18061,False
18062,False
18063,False
18064,False
18065,False
18066,False
18067,False
18068,False
18069,False
18070,False
18071,False
18072,False
18073,False
18074,False
18075,False
18076,False
18077,True
18078,False
18079,False
18080,False
18081,False
18082,False
18083,True
18084,False
18085,False
18086,False
18087,False
18088,False
18089,False
18090,True
18091,False
18092,False
18093,False
18094,False
18095,False
18096,False
18097,False
18098,False
18099,True
18100,False
18101,False
18102,False
18103,False
18104,False
18105,True
18106,False
18107,False
18108,False
18109,False
18110,False
18111,False
18112,False
18113,False
18114,False
18115,False
18116,False
18117,False
18118,False
18119,False
18120,False
18121,False
18122,False
18123,False
18124,False
18125,False
18126,False
18127,False
18128,False
18129,False
18130,False
18131,False
18132,False
18133,False
18134,False
18135,False
18136,False
18137,False
18138,False
18139,True
18140,False
18141,False
18142,True
18143,False
18144,False
18145,False
18146,False
18147,False
18148,True
18149,False
18150,False
18151,False
18152,False
18153,True
18154,False
18155,False
18156,False
18157,False
18158,False
18159,False
18160,False
18161,False
18162,False
18163,False
18164,False
18165,False
18166,False
18167,False
18168,False
18169,False
18170,False
18171,False
18172,False
18173,False
18174,False
18175,True
18176,False
18177,True
18178,True
18179,False
18180,False
18181,False
18182,False
18183,False
18184,False
18185,False
18186,True
18187,False
18188,False
18189,True
18190,False
18191,False
18192,False
18193,False
18194,True
18195,False
18196,False
18197,True
18198,False
18199,False
18200,False
18201,False
18202,False
18203,False
18204,False
18205,False
18206,False
18207,True
18208,True
18209,False
18210,False
18211,False
18212,False
18213,False
18214,False
18215,True
18216,False
18217,False
18218,False
18219,False
18220,True
18221,False
18222,False
18223,False
18224,False
18225,False
18226,False
18227,False
18228,False
18229,False
18230,False
18231,False
18232,False
18233,True
18234,False
18235,False
18236,False
18237,False
18238,False
18239,False
18240,False
18241,False
18242,False
18243,False
18244,True
18245,False
18246,True
18247,False
18248,True
18249,False
18250,False
18251,False
18252,False
18253,False
18254,False
18255,False
18256,False
18257,False
18258,False
18259,False
18260,False
18261,False
18262,False
18263,False
18264,True
18265,False
18266,False
18267,False
18268,False
18269,False
18270,True
18271,False
18272,False
18273,False
18274,False
18275,False
18276,False
18277,False
18278,False
18279,False
18280,False
18281,False
18282,False
18283,True
18284,False
18285,False
18286,False
18287,False
18288,False
18289,True
18290,True
18291,False
18292,True
18293,False
18294,False
18295,False
18296,False
18297,False
18298,False
18299,False
18300,False
18301,False
18302,False
18303,False
18304,False
18305,False
18306,False
18307,False
18308,False
18309,False
18310,False
18311,False
18312,False
18313,True
18314,False
18315,False
18316,False
18317,False
18318,False
18319,False
18320,False
18321,False
18322,False
18323,False
18324,False
18325,False
18326,False
18327,False
18328,False
18329,False
18330,False
18331,False
18332,False
18333,False
18334,False
18335,False
18336,False
18337,False
18338,False
18339,False
18340,True
18341,False
18342,False
18343,False
18344,False
18345,False
18346,False
18347,False
18348,False
18349,False
18350,False
18351,False
18352,True
18353,False
18354,False
18355,False
18356,True
18357,False
18358,True
18359,True
18360,True
18361,True
18362,False
18363,False
18364,False
18365,True
18366,False
18367,False
18368,False
18369,False
18370,False
18371,True
18372,True
18373,False
18374,False
18375,False
18376,False
18377,False
18378,False
18379,False
18380,False
18381,False
18382,False
18383,True
18384,False
18385,False
18386,False
18387,False
18388,True
18389,False
18390,False
18391,False
18392,False
18393,False
18394,False
18395,False
18396,False
18397,False
18398,False
18399,False
18400,False
18401,False
18402,False
18403,False
18404,False
18405,False
18406,False
18407,False
18408,True
18409,False
18410,False
18411,False
18412,False
18413,False
18414,False
18415,False
18416,False
18417,False
18418,False
18419,False
18420,False
18421,False
18422,False
18423,False
18424,False
18425,False
18426,False
18427,False
18428,False
18429,False
18430,False
18431,False
18432,False
18433,False
18434,False
18435,False
18436,False
18437,False
18438,False
18439,False
18440,True
18441,False
18442,False
18443,False
18444,True
18445,False
18446,False
18447,True
18448,True
18449,False
18450,False
18451,False
18452,False
18453,False
18454,False
18455,False
18456,False
18457,False
18458,False
18459,False
18460,False
18461,False
18462,False
18463,False
18464,False
18465,False
18466,False
18467,False
18468,True
18469,False
18470,False
18471,False
18472,False
18473,False
18474,False
18475,False
18476,False
18477,False
18478,False
18479,False
18480,False
18481,False
18482,False
18483,False
18484,False
18485,False
18486,False
18487,False
18488,True
18489,False
18490,False
18491,False
18492,False
18493,True
18494,False
18495,True
18496,False
18497,False
18498,False
18499,False
18500,False
18501,False
18502,False
18503,False
18504,False
18505,False
18506,False
18507,False
18508,False
18509,False
18510,False
18511,False
18512,False
18513,False
18514,False
18515,False
18516,False
18517,False
18518,False
18519,False
18520,True
18521,False
18522,False
18523,False
18524,False
18525,False
18526,False
18527,False
18528,False
18529,True
18530,False
18531,False
18532,False
18533,False
18534,False
18535,False
18536,False
18537,False
18538,False
18539,True
18540,False
18541,True
18542,False
18543,False
18544,False
18545,False
18546,False
18547,False
18548,False
18549,False
18550,False
18551,False
18552,False
18553,True
18554,True
18555,False
18556,False
18557,False
18558,True
18559,False
18560,False
18561,False
18562,False
18563,False
18564,False
18565,False
18566,False
18567,False
18568,False
18569,False
18570,False
18571,False
18572,False
18573,False
18574,False
18575,False
18576,False
18577,False
18578,False
18579,False
18580,False
18581,False
18582,False
18583,False
18584,False
18585,True
18586,False
18587,True
18588,False
18589,True
18590,False
18591,False
18592,False
18593,True
18594,False
18595,True
18596,True
18597,False
18598,False
18599,False
18600,False
18601,False
18602,False
18603,True
18604,False
18605,False
18606,False
18607,False
18608,True
18609,True
18610,False
18611,False
18612,False
18613,False
18614,False
18615,False
18616,False
18617,False
18618,False
18619,False
18620,False
18621,False
18622,True
18623,False
18624,False
18625,False
18626,False
18627,False
18628,False
18629,False
18630,False
18631,False
18632,False
18633,False
18634,False
18635,True
18636,False
18637,False
18638,False
18639,False
18640,False
18641,False
18642,False
18643,False
18644,False
18645,False
18646,False
18647,False
18648,False
18649,False
18650,False
18651,False
18652,False
18653,False
18654,False
18655,False
18656,False
18657,False
18658,False
18659,False
18660,False
18661,False
18662,False
18663,False
18664,False
18665,False
18666,False
18667,True
18668,True
18669,False
18670,False
18671,True
18672,True
18673,True
18674,False
18675,False
18676,False
18677,False
18678,False
18679,False
18680,False
18681,False
18682,False
18683,False
18684,False
18685,False
18686,False
18687,False
18688,False
18689,False
18690,False
18691,False
18692,False
18693,False
18694,False
18695,False
18696,False
18697,True
18698,False
18699,False
18700,False
18701,False
18702,False
18703,False
18704,False
18705,False
18706,False
18707,False
18708,True
18709,False
18710,False
18711,False
18712,False
18713,False
18714,False
18715,False
18716,True
18717,True
18718,False
18719,False
18720,False
18721,False
18722,False
18723,False
18724,False
18725,False
18726,False
18727,False
18728,False
18729,True
18730,False
18731,False
18732,False
18733,False
18734,False
18735,True
18736,False
18737,False
18738,False
18739,False
18740,False
18741,False
18742,False
18743,False
18744,False
18745,True
18746,True
18747,False
18748,False
18749,False
18750,False
18751,False
18752,False
18753,False
18754,False
18755,False
18756,False
18757,False
18758,False
18759,True
18760,False
18761,False
18762,False
18763,True
18764,False
18765,True
18766,False
18767,False
18768,False
18769,False
18770,False
18771,False
18772,False
18773,False
18774,False
18775,False
18776,True
18777,False
18778,False
18779,False
18780,False
18781,False
18782,False
18783,False
18784,True
18785,False
18786,False
18787,False
18788,False
18789,False
18790,False
18791,False
18792,False
18793,False
18794,False
18795,False
18796,True
18797,False
18798,True
18799,False
18800,False
18801,False
18802,False
18803,False
18804,False
18805,False
18806,False
18807,False
18808,False
18809,True
18810,False
18811,False
18812,False
18813,False
18814,False
18815,False
18816,False
18817,False
18818,False
18819,True
18820,False
18821,False
